"","schoolname","schoolcode","sssdistrict","ssslong","ssslat"
"855","ASANKRAGWA SENIOR HIGH. SCHOOL, ASANKRAGWA",40501,"Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"856","ASSIN MANSO SENIOR HIGH. SCHOOL, ASSIN MANSO",31201,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"857","QUEEN OF PEACE SENIOR HIGH. SCHOOL, NADOWLI",100503,"Nadowli",-2.42762446403503,10.362509727478
"858","AMANKWAKROM FISHERIES & AGRIC., AMANKWAKROM",9020901,"Kwahu North (Donkorkrom)",-0.264697343111038,6.91197347640991
"859","TEMA TECH. INST.",9010201,"Tema",-0.0500882156193256,5.69031476974487
"860","NORTHERN SCH OF BUSINESS, TAMALE",80103,"Tamale",-0.784348249435425,9.38335132598877
"861","PEKI SENIOR HIGH SCHOOL, PEKI",70603,"Kpando",0.267385125160217,6.89685153961182
"862","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST",30108,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"863","ACADEMY OF CHRIST THE KING, CAPE COAST",30109,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"864","KETA SENIOR HIGH SCHOOL, KETA",70502,"Keta",0.853055775165558,5.90746402740479
"865","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"866","DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,"Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"867","KIBI SENIOR HIGH. / TECH. SCH, KIBI",21305,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"868","ST THOMAS AQUINAS SENIOR HIGH. SCHOOL, CANTONMENTS",10105,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"869","OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA",10213,"Tema",-0.0500882156193256,5.69031476974487
"870","KUMASI TECH. INST., KUMASI",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"871","PRESBY SENIOR HIGH. SCH., BEGORO",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"872","TAKORADI SENIOR HIGH SCHOOL, TANOKROM",40101,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"873","ST. PAUL'S SENIOR HIGH. SCHOOL, HATSUKOPE-DENU",70701,"Ketu (Denu)",1.03270864486694,6.11122751235962
"874","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO",30701,"Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"875","EJISU SENIOR HIGH./TECH. SCHOOL, EJISU",51604,"Ejisu/Juaben (Ejisu)",-1.38873517513275,6.70792675018311
"876","ST. MARGARET MARY SENIOR HIGH/TECHNICAL SCH., DANSOMAN",10142,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"877","TECHIMAN SENIOR HIGH. SCHOOL, TECHIMAN",60701,"Techiman",-1.94484198093414,7.67761468887329
"878","ADA SENIOR HIGH./TECH. SCHOOL, ADA",10302,"Dangme East (Ada)",0.106862179934978,5.91473388671875
"879","SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI",50139,"Kumasi Metro",-1.59718716144562,6.68205976486206
"880","DORMAA SENIOR HIGH SCHOOL, DORMAA",61001,"Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"881","AWUDOME SENIOR HIGH. SCHOOL, TSITO",70104,"Ho Municipal",0.526142239570618,6.71760702133179
"882","KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA",10109,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"883","ANLO SENIOR HIGH. SCHOOL, ANLOGA",70501,"Keta",0.853055775165558,5.90746402740479
"884","AFADJATO SENIOR HIGH./TECH. SCHOOL, GBLEDI-GBOGAME",71007,"Hohoe",0.466238558292389,7.03059482574463
"885","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA",21401,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"886","AGONA SENIOR HIGH./TECH. SCHOOL, AGONA",50606,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"887","NEW EDUBIASE SENIOR HIGH. SCHOOL, NEW EDUBIASE",51301,"Adansi East (New Edubiase)",-1.39652860164642,6.10548162460327
"888","ST. MARY'S SEMINARY SENIOR HIGH. SCHOOL, LOLOBI",71005,"Hohoe",0.466238558292389,7.03059482574463
"889","DIASO SENIOR HIGH SCHOOL, DIASO",31003,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"890","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN",10504,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"891","KANESHIE SENIOR HIGH./TECH, KANESHIE-ACCRA",10120,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"892","KANTON SENIOR HIGH SCHOOL, TUMU",100401,"Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"893","CHRISTIAN METHODIST SENIOR HIGH. SCH., ASYLUM DOWN",10119,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"894","BOLGA GIRLS SENIOR HIGH SCH, ZAARE-BOLGATANGA",90401,"Bolgatanga",-0.880232632160187,10.7424564361572
"895","SHAMA SENIOR HIGH SCHOOL, SHAMA",40111,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"896","ZAMSE SENIOR HIGH./TECH. SCH, BOLGATANGA",90402,"Bolgatanga",-0.880232632160187,10.7424564361572
"897","ISLAMIC SENIOR HIGH. SCHOOL, WA",100105,"Wa Municipal",-2.28503036499023,10.0306215286255
"898","ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"899","CAPE COAST TECH. INST., CAPE COAST",9030101,"Cape Coast Municipal",-1.3065938949585,5.15365600585938
"900","AGONA SENIOR HIGH./TECH. SCHOOL, AGONA",50606,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"901","ST. FRANCIS SENIOR HIGH./TECH SCH, AKIM ODA",20603,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"902","BIBIANI SENIOR HIGH./TECH. SCHOOL, BIBIANI",40701,"Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"903","NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE",10503,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"904","SHAMA SENIOR HIGH SCHOOL, SHAMA",40111,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"905","METHODIST HIGH SCHOOL, SALTPOND",30304,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"906","WENCHI METH. SENIOR HIGH SCHOOL, WENCHI",60601,"Wenchi",-1.94484198093414,7.67761468887329
"907","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE",50703,"Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"908","NAFANA PRESBY SENIOR HIGH. SCHOOL, SAMPA",60502,"Jaman (Drobo)",-2.7593035697937,7.68309593200684
"909","NSAWAM SENIOR HIGH. SCH., NSAWAM",20304,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"910","BOLGA GIRLS SENIOR HIGH SCH, ZAARE-BOLGATANGA",90401,"Bolgatanga",-0.880232632160187,10.7424564361572
"911","E.P. SENIOR HIGH SCHOOL, HOHOE",71006,"Hohoe",0.466238558292389,7.03059482574463
"912","KINBU SENIOR HIGH/TECHNICAL SCHOOL, KINDB-ACCRA",10109,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"913","WESLEY HIGH SCHOOL, BEKWAI",50307,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"914","WENCHI METH. SENIOR HIGH SCHOOL, WENCHI",60601,"Wenchi",-1.94484198093414,7.67761468887329
"915","ANLO SENIOR HIGH. SCHOOL, ANLOGA",70501,"Keta",0.853055775165558,5.90746402740479
"916","ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"917","MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE",50401,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"918","SALAGA SENIOR HIGH SCHOOL, SALAGA",80301,"East Gonja (Salaga)",-0.533939599990845,8.72915744781494
"919","TAKORADI TECH. INST., TAKORADI",9040101,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"920","NYAKROM SENIOR HIGH./TECH. SCHOOL, NYAKROM",30901,"Agona Swedru",-0.755242526531219,5.61735343933105
"921","NAVRONGO SENIOR HIGH SCH, JAMANIA-NAVRONGO",90501,"Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"922","ACHERENSUA SENIOR HIGH SCHOOL, ACHERENSUA",61202,"Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"923","KINTAMPO SENIOR HIGH SCHOOL, KINTAMPO",60801,"Kintampo",-1.54442632198334,8.37111854553223
"924","KALPOHIN SENIOR HIGH SCHOOL, TAMALE",80105,"Tamale",-0.784348249435425,9.38335132598877
"925","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM",30303,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"926","ANLO SENIOR HIGH. SCHOOL, ANLOGA",70501,"Keta",0.853055775165558,5.90746402740479
"927","PRESBY SENIOR HIGH. SCH., BEGORO",21201,"Fanteakwa (Begoro)",-0.356094092130661,6.43607091903687
"928","SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,"Sefwi Wiawso",-2.63786101341248,6.25838994979858
"929","AMEYAW AKUMFI SENIOR HIGH./TECH. SCHOOL, AWOROWA",60702,"Techiman",-1.94484198093414,7.67761468887329
"930","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO",30701,"Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"931","ASHIAMAN SENIOR HIGH SCHOOL, TEMA",10203,"Tema",-0.0500882156193256,5.69031476974487
"932","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA",21401,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"933","ASANKRAGWA SENIOR HIGH. SCHOOL, ASANKRAGWA",40501,"Wassa Amenfi (Asankragwa)",-2.3020179271698,5.72551774978638
"934","OUR LADY OF PROVIDENCE SENIOR HIGH SCH, KWASI BUOKROM",60505,"Jaman (Drobo)",-2.7593035697937,7.68309593200684
"935","NKAWKAW SENIOR HIGH SCH, NKAWKAW",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439
"936","ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA",21304,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"937","MAMPONG PRESBY SENIOR HIGH. SCHOOL, MAMPONG-AKWAPIM",20408,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"938","SEFWI-WIAWSO SENIOR HIGH. SCHOOL, SEFWI-WIAWSO",40601,"Sefwi Wiawso",-2.63786101341248,6.25838994979858
"939","ADEISO SENIOR HIGH SCHOOL, ADEISO",20503,"West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"940","ST. PAUL'S SENIOR HIGH. SCHOOL, HATSUKOPE-DENU",70701,"Ketu (Denu)",1.03270864486694,6.11122751235962
"941","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE",30603,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"942","SHAMA SENIOR HIGH SCHOOL, SHAMA",40111,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"943","AGONA SENIOR HIGH./TECH. SCHOOL, AGONA",50606,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"944","KALPOHIN SENIOR HIGH SCHOOL, TAMALE",80105,"Tamale",-0.784348249435425,9.38335132598877
"945","ST. FRANCIS SENIOR HIGH./TECH SCH, AKIM ODA",20603,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"946","H'MOUNT SINAI SENIOR HIGH. SCHOOL, AKROPONG",20406,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"947","ASHIAMAN SENIOR HIGH SCHOOL, TEMA",10203,"Tema",-0.0500882156193256,5.69031476974487
"948","OBIRI YEBOAH SENIOR HIGH. SCHOOL, ASSIN FOSU",31202,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"949","ADEISO SENIOR HIGH SCHOOL, ADEISO",20503,"West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"950","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN",10504,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"951","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM",30303,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"952","MOZANO SENIOR HIGH. SCHOOL, MOZANO",30504,"Gomoa (Apam)",-0.723635494709015,5.40456104278564
"953","ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG",50504,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"954","ISLAMIC SCIENCE SENIOR HIGH. SCHOOL, TAMALE",80108,"Tamale",-0.784348249435425,9.38335132598877
"955","KANESHIE SENIOR HIGH./TECH, KANESHIE-ACCRA",10120,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"956","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE",9010101,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"957","ANUM PRESBY SENIOR HIGH SCHOOL, ANUM",20801,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"958","PRESBY SENIOR HIGH./ TECH. SCHOOL, ABURI",20305,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"959","ZEBILLA SENIOR HIGH/TECHNICAL SCH, ZEBILLA",90201,"Bawku West (Zebilla)",-0.478857457637787,10.8185272216797
"960","PEKI SENIOR HIGH SCHOOL, PEKI",70603,"Kpando",0.267385125160217,6.89685153961182
"961","ABETIFI PRESBY SENIOR HIGH. SCHOOL, ABETIFI",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"962","ASUOM SENIOR HIGH SCHOOL, ASUOM",21101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"963","LAWRA SENIOR HIGH SCHOOL, LAWRA",100202,"Lawra",-2.80094122886658,10.5463981628418
"964","JINIJINI SENIOR HIGH SCHOOL, JINIJINI",60302,"Berekum",-2.63174390792847,7.50356483459473
"965","ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"966","PRESBY SENIOR HIGH/TECHNICAL SCH, LARTEH-KUBEASE",20405,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"967","SANDEMA SENIOR HIGH/TECHNICAL SCH, BILINSA-SANDEMA",90301,"Builsa (Sandema)",-1.33749449253082,10.5570726394653
"968","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN",50802,"Offinso",-1.89086854457855,7.34876441955566
"969","NSEIN SENIOR HIGH SCHOOL - NSEIN",40301,"Nzema East (Axim)",-2.31180214881897,5.14122581481934
"970","METHODIST GIRLS SENIOR HIGH. SCHOOL, MAMFE",20410,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"971","ABETIFI PRESBY SENIOR HIGH. SCHOOL, ABETIFI",21001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"972","LA PRESBY SNR SENIOR HIGH SCH., LA EMMAUS",10128,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"973","AKWAMUMAN SENIOR HIGH. SCHOOL, ATIMPOKU-AKOSOMBO",20803,"Asuogyaman (Senchi Ferry)",0.0883282497525215,6.1892294883728
"974","THREE TOWN SENIOR HIGH. SCHOOL, DENU",70704,"Keta",0.853055775165558,5.90746402740479
"975","ST. FRANCIS SENIOR HIGH./TECH SCH, AKIM ODA",20603,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"976","JIM BORTIM MEM. AGRIC. SENIOR HIGH. SCHOOL, LOGBA ADZOKOE",71010,"Hohoe",0.466238558292389,7.03059482574463
"977","ASHIAMAN SENIOR HIGH SCHOOL, TEMA",10203,"Tema",-0.0500882156193256,5.69031476974487
"978","DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN",31002,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"979","NSEIN SENIOR HIGH SCHOOL - NSEIN",40301,"Nzema East (Axim)",-2.31180214881897,5.14122581481934
"980","PEKI SENIOR HIGH SCHOOL, PEKI",70603,"Kpando",0.267385125160217,6.89685153961182
"981","ISLAMIC SENIOR HIGH. SCHOOL, WA",100105,"Wa Municipal",-2.28503036499023,10.0306215286255
"982","ACHERENSUA SENIOR HIGH SCHOOL, ACHERENSUA",61202,"Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985
"983","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR",30302,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"984","TWENE AMANFO SENIOR HIGH & TECHNICAL",60101,"Sunyani",-2.3274233341217,7.34467792510986
"985","PRESBY SENIOR HIGH./ TECH. SCHOOL, ABURI",20305,"Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884
"986","HUNI-VALLEY SENIOR HIGH. SCHOOL, HUNI-VALLEY",40901,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"987","KWAME DANSO SENIOR HIGH/TECHNICAL SCHOOL, KWAME DANSO",61101,"Sene (Kwame Danso)",-0.348857820034027,7.72152233123779
"988","SERWAA KESSE GIRLS SENIOR HIGH, DUAYAW NKWANTA",60203,"Tano North",-2.17906522750854,7.17709350585938
"989","MANDO SENIOR HIGH./TECH. SCHOOL, MANDO",30701,"Ajumako/Enyan/Essiam (Ajumako)",-1.00538456439972,5.40172481536865
"990","KANTON SENIOR HIGH SCHOOL, TUMU",100401,"Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"991","WA SENIOR HIGH SCHOOL, WA",100102,"Wa Municipal",-2.28503036499023,10.0306215286255
"992","ANTOA SENIOR HIGH SCHOOL, ANTOA",50701,"Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"993","MANSEN SENIOR HIGH SCHOOL, WAMFIE",61003,"Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"994","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA",20106,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"995","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN",50802,"Offinso",-1.89086854457855,7.34876441955566
"996","TEPA SENIOR HIGH SCHOOL, TEPA",51401,"Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"997","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE",50703,"Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"998","DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN",31002,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"999","BIBIANI SENIOR HIGH./TECH. SCHOOL, BIBIANI",40701,"Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1000","ANTOA SENIOR HIGH SCHOOL, ANTOA",50701,"Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"1001","NKWATIA PRESBY SENIOR HIGH./COMM SCH, NKWATIA",21006,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"1002","PRESBY SENIOR HIGH/COMM SCHOOL, TECHIMANTIA",60202,"Tano (Bechem)",-2.02141523361206,7.18365907669067
"1003","DZODZE PENYI SENIOR HIGH. SCHOOL, DZODZE",70703,"Ketu (Denu)",1.03270864486694,6.11122751235962
"1004","ST. AUGUSTINE SENIOR HIGH. SCHOOL, BOGOSO",40902,"Wassa West (Tarkwa)",-1.98885321617126,5.27604913711548
"1005","VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE",80106,"Tamale",-0.784348249435425,9.38335132598877
"1006","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE",21504,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"1007","AMEYAW AKUMFI SENIOR HIGH./TECH. SCHOOL, AWOROWA",60702,"Techiman",-1.94484198093414,7.67761468887329
"1008","MANSEN SENIOR HIGH SCHOOL, WAMFIE",61003,"Dormaa (Dormaa Ahenkro)",-2.75384044647217,7.22284889221191
"1009","BOAKYE TROMO SENIOR HIGH/TECHNICAL SCHOOL, DUAYAW NKWANTA",60206,"Tano (Bechem)",-2.02141523361206,7.18365907669067
"1010","BUEMAN SENIOR HIGH. SCHOOL, JASIKAN",71101,"Akatsi",0.842700481414795,6.20688915252686
"1011","DZODZE PENYI SENIOR HIGH. SCHOOL, DZODZE",70703,"Ketu (Denu)",1.03270864486694,6.11122751235962
"1012","ASHIAMAN SENIOR HIGH SCHOOL, TEMA",10203,"Tema",-0.0500882156193256,5.69031476974487
"1013","AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG",50503,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1014","BAIDOO BONSO SENIOR HIGH./TECH. SCHOOL, AGONA NKWANTA",40202,"Sefwi Wiawso",-2.63786101341248,6.25838994979858
"1015","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN",50802,"Offinso",-1.89086854457855,7.34876441955566
"1016","O'REILLY SENIOR HIGH SCHOOL, ADABRAKA",10108,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"1017","METHODIST SENIOR HIGH. SCHOOL, SEKONDI",40112,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1018","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE",30603,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1019","KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN",50603,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"1020","T. I. AHMADIYYA SENIOR HIGH. SCHOOL, WA",100106,"Wa Municipal",-2.28503036499023,10.0306215286255
"1021","DUNKWA SENIOR HIGH./TECH. SCHOOL, DUNKWA-ON-OFFIN",31002,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"1022","OBRACHIRE SENIOR HIGH./TECH. SCHOOL, OBRACHIRE",30603,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"1023","PRESBY SENIOR HIGH. SCHOOL, TEMA",10210,"Tema",-0.0500882156193256,5.69031476974487
"1024","TEMA TECH. INST.",9010201,"Tema",-0.0500882156193256,5.69031476974487
"1025","BOLGA GIRLS SENIOR HIGH SCH, ZAARE-BOLGATANGA",90401,"Bolgatanga",-0.880232632160187,10.7424564361572
"1026","MAMPONG PRESBY SENIOR HIGH. SCHOOL, MAMPONG-AKWAPIM",20408,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1027","ST. THOMAS SENIOR HIGH./TECH SCHOOL, ASAMANKESE",20502,"West Akim (Asamankese)",-0.609122574329376,5.8336124420166
"1028","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN",10504,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"1029","OUR LADY OF PROVIDENCE SENIOR HIGH SCH, KWASI BUOKROM",60505,"Jaman (Drobo)",-2.7593035697937,7.68309593200684
"1030","KALPOHIN SENIOR HIGH SCHOOL, TAMALE",80105,"Tamale",-0.784348249435425,9.38335132598877
"1031","COMBONI VOC. TECH. INST., SOGAKOPE",9070901,"South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"1032","SEFWI BEKWAI SENIOR HIGH. SCHOOL, SEFWI BEKWAI",40702,"Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1033","BAWKU SENIOR HIGH. SCH, BAWKU",90101,"Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"1034","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA",30201,"Edina/Komenda/Eguafo",-1.43741977214813,5.14079332351685
"1035","BIBIANI SENIOR HIGH./TECH. SCHOOL, BIBIANI",40701,"Bibiani/Anhwiaso/Bekwai (Bibiani)",-2.22354602813721,6.25989246368408
"1036","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"1037","NINGO SENIOR HIGH. SCHOOL, OLD NINGO",10403,"Dangme West (Dodowa)",0.512386500835419,5.78625059127808
"1038","SANDEMA SNR SENIOR HIGH. SCHL, SANDEMA",90303,"Builsa (Sandema)",-1.33749449253082,10.5570726394653
"1039","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM",30303,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
"1040","DIASO SENIOR HIGH SCHOOL, DIASO",31003,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"1041","MIM SENIOR HIGH SCHOOL, MIM",61301,"Asunafo (Goaso)",-2.68374562263489,6.80908823013306
"1042","SANDEMA SENIOR HIGH/TECHNICAL SCH, BILINSA-SANDEMA",90301,"Builsa (Sandema)",-1.33749449253082,10.5570726394653
"1043","YENDI SENIOR HIGH SCHOOL, YENDI",80801,"East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"1044","H'MOUNT SINAI SENIOR HIGH. SCHOOL, AKROPONG",20406,"Akwapim North (Akropong)",-0.166071146726608,5.97642612457275
"1045","NKAWKAW SENIOR HIGH SCH, NKAWKAW",21004,"Kwahu West (Nkawkaw)",-0.801975071430206,6.5270209312439
"1046","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA",70604,"Kpando",0.267385125160217,6.89685153961182
"1047","SACRED HEART SENIOR HIGH. SCHOOL, NSOATRE",60105,"Sunyani",-2.3274233341217,7.34467792510986
"1048","ZAMSE SENIOR HIGH./TECH. SCH, BOLGATANGA",90402,"Bolgatanga",-0.880232632160187,10.7424564361572
"1049","NKROFUL AGRIC. SENIOR HIGH. SCHOOL, NKROFUL",40302,"Nzema East (Axim)",-2.31180214881897,5.14122581481934
"1050","ADA SENIOR HIGH./TECH. SCHOOL, ADA",10302,"Dangme East (Ada)",0.106862179934978,5.91473388671875
"1051","HOLY TRINITY CATHEDRAL SENIOR HIGH SCH, ACCRA",10104,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"1052","DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE",51201,"Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"1053","KANTON SENIOR HIGH SCHOOL, TUMU",100401,"Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"1054","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI",70401,"Akatsi",0.842700481414795,6.20688915252686
"1055","PRESBYTARIAN SENIOR HIGH. SCHOOL, BEREKUM",60303,"Berekum",-2.63174390792847,7.50356483459473
"1056","BOMPEH SENIOR HIGH./TECH SCHOOL, TAKORADI",40108,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"1057","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR",30302,"Mfantsiman (Saltpond)",-1.00645339488983,5.20152807235718
